FactSales[TransactionID];FactSales[SellerID];FactSales[CustomerID];FactSales[Invoice];FactSales[SKUID];FactSales[Quantity];FactSales[UnitaryPrice];FactSales[TaxRate];FactSales[invoice_Hora];FactSales[Invoice_Min]
66616;185;191;80358;247;10;32;15;22;58
67821;185;453;80829;370;10;32;15;11;7
68577;185;362;81151;395;10;32;15;14;33
74367;185;362;83414;303;10;32;15;23;51
75503;185;453;83856;303;10;32;15;12;55
76072;185;453;84087;387;10;32;15;21;0
78512;185;453;85027;407;10;32;15;20;10
79211;185;453;85292;404;10;32;15;11;15
79574;185;362;85455;370;10;32;15;15;1
79581;185;479;85459;388;10;32;15;13;21
83865;185;301;87143;620;10;32;15;10;11
84626;185;677;87447;626;10;32;15;16;19
84997;185;607;87575;636;10;32;15;21;29
86742;185;259;88287;244;10;32;15;22;41
90044;185;222;89582;407;10;32;15;23;23
91172;185;330;90020;382;10;32;15;16;5
91174;185;453;90021;623;10;32;15;12;42
91836;185;494;90278;401;10;32;15;18;5
93191;185;705;90805;407;10;32;15;18;21
93386;185;453;90892;395;10;32;15;10;12
93393;185;453;90892;377;10;32;15;10;12
93751;185;494;91024;407;10;32;15;9;41
93882;185;453;91083;634;10;32;15;21;24
95497;185;453;91706;642;10;32;15;17;48
96495;185;330;92108;399;10;32;15;22;45
96766;185;453;92218;397;10;32;15;23;56
97216;185;653;92404;388;10;32;15;10;10
102916;185;146;94718;397;10;32;15;19;12
121159;185;371;101815;397;10;32;15;21;52
123811;185;157;102833;373;10;32;15;13;17
124570;185;653;103164;620;10;32;15;13;37
130788;185;453;105546;401;10;32;15;12;10
134041;185;216;106824;387;10;32;15;17;35
136026;185;362;107597;303;10;32;15;14;5
141379;185;453;109732;373;10;32;15;14;47
148764;185;494;112640;397;10;32;15;14;2
149903;185;677;113072;395;10;32;15;19;52
154977;185;655;115132;397;10;32;15;21;48
28350;129;670;65527;241;10;32;15;19;57
36327;129;459;68631;380;10;32;15;21;16
38106;129;206;69280;370;10;32;15;17;9
48094;129;293;73098;382;10;32;15;14;46
56279;129;464;76279;395;10;32;15;21;39
28036;129;459;65408;401;10;32;15;10;5
28926;129;401;65737;394;10;32;15;23;15
26113;129;280;64634;390;10;32;15;17;1
26570;129;349;64810;642;10;32;15;21;38
27467;129;344;65195;623;10;32;15;14;19
37812;129;671;69179;388;10;32;15;17;57
33111;129;464;67371;642;10;32;15;14;28
35838;129;129;68437;401;10;32;15;23;34
29133;129;312;65810;408;10;32;15;16;24
57129;129;464;76610;373;10;32;15;16;24
52586;129;464;74833;634;10;32;15;18;6
30991;129;280;66513;380;10;32;15;21;28
47014;129;377;72681;377;10;32;15;13;14
52021;129;478;74597;634;10;32;15;17;28
35857;129;352;68447;380;10;32;15;19;31
41976;129;670;70737;642;10;32;15;10;58
53314;129;464;75129;390;10;32;15;22;23
34879;129;343;68044;394;10;32;15;15;33
38412;129;670;69409;247;10;32;15;17;31
39932;129;670;69981;627;10;32;15;17;29
49167;129;670;73522;376;10;32;15;22;8
39685;129;187;69897;376;10;32;15;23;4
47015;129;478;72683;241;10;32;15;22;5
43670;129;229;71378;247;10;32;15;21;23
52909;129;464;74962;395;10;32;15;17;50
44095;129;229;71531;619;10;32;15;22;15
44959;129;251;71870;387;10;32;15;10;15
45756;129;671;72190;636;10;32;15;9;19
48092;129;187;73097;241;10;32;15;11;56
49915;129;649;73799;370;10;32;15;17;38
52415;129;464;74762;407;10;32;15;13;2
57474;129;190;76733;390;10;32;15;14;53
58004;129;229;76925;388;10;32;15;20;17
60330;129;349;77873;303;10;32;15;11;53
61351;129;459;78289;636;10;32;15;10;14
62200;129;314;78606;241;10;32;15;13;54
62439;129;343;78693;370;10;32;15;22;4
63361;129;710;79058;401;10;32;15;21;48
63725;129;349;79217;408;10;32;15;21;40
65375;129;478;79878;407;10;32;15;14;31
67300;129;478;80614;620;10;32;15;20;58
68428;129;459;81095;394;10;32;15;21;46
71994;129;292;82507;388;10;32;15;23;4
73138;129;649;82955;394;10;32;15;20;5
74140;129;355;83345;630;10;32;15;11;6
74413;129;464;83434;370;10;32;15;17;4
77195;129;355;84520;241;10;32;15;11;51
78558;129;206;85042;623;10;32;15;14;17
79288;129;187;85326;642;10;32;15;10;25
80022;129;244;85632;636;10;32;15;23;7
80514;129;464;85813;244;10;32;15;14;13
80870;129;187;85938;387;10;32;15;18;38
81212;129;355;86077;382;10;32;15;16;4
81217;129;459;86078;241;10;32;15;11;13
84069;129;292;87225;404;10;32;15;13;32
84394;129;649;87359;395;10;32;15;13;55
85077;129;464;87597;377;10;32;15;18;35
85841;129;355;87918;623;10;32;15;17;30
85844;129;355;87918;377;10;32;15;17;30
86453;129;251;88164;370;10;32;15;23;14
86456;129;352;88166;620;10;32;15;12;54
87562;129;478;88589;394;10;32;15;23;41
87780;129;613;88680;388;10;32;15;9;53
88769;129;251;89081;399;10;32;15;16;1
89209;129;190;89254;380;10;32;15;21;9
91900;129;312;90297;382;10;32;15;17;17
93970;129;459;91116;303;10;32;15;14;28
96141;129;314;91965;244;10;32;15;22;29
98288;129;478;92861;623;10;32;15;15;36
98719;129;311;93030;397;10;32;15;14;46
99247;129;464;93271;390;10;32;15;15;34
99617;129;459;93432;390;10;32;15;18;18
100333;129;190;93707;404;10;32;15;10;2
101585;129;251;94213;394;10;32;15;11;1
102400;129;464;94507;620;10;32;15;20;19
103595;129;355;95000;387;10;32;15;20;40
104052;129;401;95169;388;10;32;15;12;28
105124;129;280;95604;241;10;32;15;22;14
107857;129;464;96629;636;10;32;15;13;46
108138;129;478;96744;385;10;32;15;12;23
108405;129;464;96834;385;10;32;15;21;32
109910;129;464;97441;634;10;32;15;21;2
110274;129;401;97591;630;10;32;15;19;32
111751;129;352;98161;380;10;32;15;12;2
111760;129;464;98166;385;10;32;15;9;44
113567;129;377;98886;642;10;32;15;13;31
21692;175;463;62948;303;10;32;15;18;45
26012;175;463;64598;620;10;32;15;12;32
41234;175;241;70448;626;10;32;15;23;43
44513;175;226;71698;370;10;32;15;18;10
47361;175;685;72807;639;10;32;15;11;52
23355;175;226;63634;385;10;32;15;11;11
23704;175;122;63750;393;10;32;15;14;13
23705;175;122;63750;380;10;32;15;14;13
25037;175;475;64241;639;10;32;15;18;2
32485;175;463;67120;247;10;32;15;18;1
39069;175;128;69659;408;10;32;15;17;49
27250;175;199;65090;247;10;32;15;23;9
29233;175;463;65857;303;10;32;15;23;39
55321;175;295;75933;634;10;32;15;21;57
47337;175;117;72801;390;10;32;15;19;54
53648;175;306;75282;627;10;32;15;15;53
29967;175;485;66142;397;10;32;15;22;23
30263;175;241;66257;626;10;32;15;12;2
41799;175;122;70669;636;10;32;15;18;38
41801;175;122;70669;639;10;32;15;18;38
55609;175;475;76035;241;10;32;15;15;40
38567;175;295;69469;377;10;32;15;10;54
36997;175;463;68866;399;10;32;15;20;23
41813;175;463;70671;394;10;32;15;17;32
43856;175;685;71442;387;10;32;15;11;48
46610;175;463;72513;390;10;32;15;22;10
53996;175;241;75424;394;10;32;15;10;36
55323;175;463;75934;394;10;32;15;14;33
57308;175;463;76671;620;10;32;15;9;23
57688;175;463;76804;630;10;32;15;13;6
58740;175;295;77235;244;10;32;15;16;18
59108;175;334;77373;241;10;32;15;16;54
59665;175;122;77591;395;10;32;15;23;6
59669;175;137;77593;619;10;32;15;18;26
59674;175;295;77595;393;10;32;15;16;51
60210;175;320;77826;395;10;32;15;14;4
61239;175;475;78248;241;10;32;15;14;54
61487;175;463;78332;397;10;32;15;15;55
61729;175;385;78432;407;10;32;15;12;57
62316;175;475;78643;372;10;32;15;22;53
64692;175;122;79600;393;10;32;15;14;1
65640;175;485;79990;380;10;32;15;13;9
66600;175;463;80352;407;10;32;15;16;27
67498;175;485;80694;380;10;32;15;20;1
69579;175;485;81550;626;10;32;15;10;42
69847;175;234;81650;303;10;32;15;22;16
69848;175;234;81650;244;10;32;15;22;16
71588;175;694;82328;247;10;32;15;15;23
72999;175;485;82907;385;10;32;15;16;31
73815;175;117;83218;390;10;32;15;16;7
73826;175;463;83224;620;10;32;15;22;4
74662;175;485;83531;399;10;32;15;11;24
76236;175;295;84160;408;10;32;15;9;27
77363;175;685;84579;408;10;32;15;13;16
78490;175;485;85021;395;10;32;15;15;11
78891;175;161;85169;394;10;32;15;23;41
80718;175;306;85878;380;10;32;15;20;0
80969;175;485;85976;380;10;32;15;15;33
82442;175;463;86588;370;10;32;15;21;8
82648;175;241;86667;401;10;32;15;22;9
82654;175;320;86668;634;10;32;15;20;49
82909;175;128;86772;620;10;32;15;11;10
83487;175;226;87008;636;10;32;15;17;43
84933;175;463;87553;380;10;32;15;19;29
85142;175;475;87624;642;10;32;15;19;15
87690;175;463;88642;393;10;32;15;9;33
87847;175;485;88705;373;10;32;15;9;44
89408;175;310;89332;619;10;32;15;12;46
90540;175;266;89780;404;10;32;15;10;59
91462;175;246;90134;370;10;32;15;18;17
91475;175;485;90137;619;10;32;15;23;50
92865;175;463;90686;377;10;32;15;18;59
93361;175;122;90878;373;10;32;15;15;29
93697;175;199;91003;303;10;32;15;10;57
95247;175;306;91601;390;10;32;15;15;16
97189;175;264;92394;387;10;32;15;17;59
98809;175;246;93074;247;10;32;15;12;40
99439;175;685;93343;634;10;32;15;14;45
101019;175;264;93968;380;10;32;15;15;28
102217;175;676;94431;623;10;32;15;20;37
105057;175;608;95574;630;10;32;15;11;5
105233;175;463;95655;639;10;32;15;15;28
108830;175;137;97005;623;10;32;15;17;16
109277;175;463;97188;377;10;32;15;12;42
125885;175;463;103676;620;10;32;15;22;6
127093;175;161;104121;394;10;32;15;11;18
129870;175;306;105182;395;10;32;15;13;50
130760;175;320;105535;395;10;32;15;14;7
131337;175;463;105764;376;10;32;15;15;41
139374;175;334;108966;401;10;32;15;18;38
148345;175;475;112483;370;10;32;15;20;58
148967;175;295;112712;630;10;32;15;12;16
153323;175;246;114456;404;10;32;15;19;56
155254;175;128;115229;387;10;32;15;18;44
52471;170;193;74784;390;10;32;15;20;14
56494;170;184;76365;393;10;32;15;16;24
22316;170;260;63203;393;10;32;15;21;45
22335;170;458;63205;241;10;32;15;9;12
54194;170;450;75523;397;10;32;15;12;48
24278;170;368;63969;397;10;32;15;17;11
24668;170;239;64110;385;10;32;15;21;13
25343;170;469;64350;376;10;32;15;13;18
25344;170;469;64350;404;10;32;15;13;18
25610;170;359;64452;241;10;32;15;14;16
46592;170;450;72503;630;10;32;15;14;14
47993;170;260;73059;394;10;32;15;15;57
50870;170;469;74154;373;10;32;15;15;45
27140;170;260;65040;619;10;32;15;13;4
27592;170;469;65240;370;10;32;15;22;37
28529;170;125;65596;401;10;32;15;12;1
35498;170;450;68295;404;10;32;15;21;39
35983;170;321;68482;390;10;32;15;9;6
36447;170;636;68668;636;10;32;15;12;41
45802;170;450;72210;401;10;32;15;14;35
33275;170;469;67432;404;10;32;15;14;15
46048;170;469;72305;634;10;32;15;18;28
29627;170;458;66014;401;10;32;15;10;25
31752;170;125;66823;388;10;32;15;9;31
34212;170;450;67803;372;10;32;15;14;57
39608;170;125;69866;401;10;32;15;22;33
50301;170;469;73942;619;10;32;15;18;53
56961;170;450;76542;387;10;32;15;21;46
56968;170;450;76542;303;10;32;15;21;46
39613;170;359;69868;370;10;32;15;19;35
34540;170;125;67909;395;10;32;15;22;56
40038;170;287;70015;390;10;32;15;9;40
42560;170;686;70950;620;10;32;15;14;2
45490;170;359;72078;407;10;32;15;17;9
40883;170;458;70316;247;10;32;15;15;44
49754;170;660;73741;380;10;32;15;12;41
40056;170;657;70023;373;10;32;15;11;39
43814;170;193;71428;303;10;32;15;23;51
45811;170;469;72214;408;10;32;15;21;55
47999;170;458;73060;623;10;32;15;9;32
48235;170;300;73155;404;10;32;15;11;19
48746;170;287;73358;619;10;32;15;14;16
49003;170;270;73454;385;10;32;15;18;15
51272;170;270;74310;397;10;32;15;13;44
54900;170;657;75797;404;10;32;15;19;11
57659;170;368;76794;623;10;32;15;18;34
59075;170;287;77359;370;10;32;15;16;5
59281;170;686;77447;373;10;32;15;22;3
63213;170;458;78998;385;10;32;15;20;47
63750;170;450;79229;626;10;32;15;17;36
63751;170;450;79229;642;10;32;15;17;36
64106;170;336;79373;370;10;32;15;14;41
64108;170;336;79373;241;10;32;15;14;41
64420;170;239;79504;627;10;32;15;23;2
64908;170;321;79688;388;10;32;15;19;51
64917;170;617;79693;399;10;32;15;13;22
66064;170;458;80154;636;10;32;15;18;55
67435;170;120;80673;373;10;32;15;15;57
67772;170;120;80811;382;10;32;15;22;17
68279;170;450;81027;401;10;32;15;20;55
68514;170;321;81123;247;10;32;15;18;4
68724;170;450;81207;377;10;32;15;14;50
69564;170;660;81543;388;10;32;15;12;20
70110;170;660;81741;395;10;32;15;11;16
70345;170;469;81827;303;10;32;15;20;42
73301;170;657;83021;394;10;32;15;21;52
73303;170;657;83021;393;10;32;15;21;52
73553;170;469;83117;393;10;32;15;15;20
73778;170;124;83206;373;10;32;15;21;24
74298;170;450;83396;393;10;32;15;22;57
74637;170;450;83518;244;10;32;15;12;27
75126;170;300;83716;634;10;32;15;19;8
75439;170;639;83835;397;10;32;15;22;52
75712;170;299;83943;636;10;32;15;12;55
76399;170;450;84233;639;10;32;15;19;39
77319;170;260;84565;385;10;32;15;11;16
77673;170;125;84691;634;10;32;15;20;51
77675;170;125;84691;377;10;32;15;20;51
77701;170;650;84700;372;10;32;15;15;0
78589;170;450;85057;408;10;32;15;12;44
79940;170;336;85601;626;10;32;15;19;12
80707;170;450;85871;241;10;32;15;11;47
81775;170;450;86307;630;10;32;15;10;54
81999;170;450;86397;387;10;32;15;21;36
82630;170;450;86662;247;10;32;15;9;36
82634;170;650;86663;390;10;32;15;23;30
84204;170;458;87273;634;10;32;15;14;6
86576;170;368;88221;395;10;32;15;14;20
86577;170;368;88221;377;10;32;15;14;20
87654;170;184;88633;394;10;32;15;12;55
87671;170;650;88636;382;10;32;15;17;37
90528;170;450;89775;623;10;32;15;23;16
91104;170;299;89995;241;10;32;15;9;0
92234;170;650;90432;397;10;32;15;13;18
96237;170;450;91999;630;10;32;15;9;39
98803;170;639;93072;247;10;32;15;22;28
100193;170;270;93649;399;10;32;15;17;50
100199;170;458;93654;385;10;32;15;16;51
100848;170;458;93896;394;10;32;15;9;29
102203;170;686;94426;399;10;32;15;17;27
103350;170;450;94906;619;10;32;15;14;21
104139;170;270;95199;380;10;32;15;10;28
105870;170;450;95911;404;10;32;15;13;5
107326;170;469;96453;373;10;32;15;15;13
108450;170;250;96855;619;10;32;15;19;45
108456;170;359;96858;619;10;32;15;20;30
109475;170;450;97274;390;10;32;15;21;15
113715;170;299;98946;623;10;32;15;18;38
20889;187;168;62625;634;10;32;15;23;30
21561;187;457;62888;408;10;32;15;21;42
22754;187;457;63390;377;10;32;15;18;30
24175;187;457;63933;407;10;32;15;17;23
24784;187;156;64157;639;10;32;15;15;33
35082;187;457;68116;397;10;32;15;14;47
49847;187;634;73777;395;10;32;15;10;8
50625;187;457;74065;401;10;32;15;12;40
26296;187;457;64696;639;10;32;15;15;33
26471;187;360;64770;634;10;32;15;23;57
26480;187;640;64773;395;10;32;15;17;59
30009;187;457;66160;373;10;32;15;21;25
37308;187;457;68978;397;10;32;15;21;36
45096;187;267;71927;247;10;32;15;16;53
50132;187;457;73881;393;10;32;15;20;43
50956;187;457;74187;401;10;32;15;22;0
30719;187;457;66417;408;10;32;15;18;42
28448;187;316;65563;623;10;32;15;15;31
41866;187;211;70699;376;10;32;15;10;43
56710;187;457;76458;372;10;32;15;18;19
28829;187;457;65701;395;10;32;15;19;42
28830;187;457;65701;373;10;32;15;19;42
31647;187;457;66770;303;10;32;15;14;59
31653;187;457;66770;247;10;32;15;14;59
49070;187;267;73478;244;10;32;15;23;57
29677;187;457;66032;390;10;32;15;18;15
40091;187;389;70040;620;10;32;15;22;38
54063;187;615;75457;404;10;32;15;23;40
55019;187;665;75834;385;10;32;15;20;45
31249;187;388;66614;244;10;32;15;15;0
31260;187;615;66618;241;10;32;15;17;8
33578;187;188;67556;241;10;32;15;18;11
39163;187;634;69701;634;10;32;15;18;0
40945;187;457;70344;370;10;32;15;22;5
41877;187;615;70702;390;10;32;15;22;34
45102;187;369;71929;401;10;32;15;20;31
45530;187;214;72097;397;10;32;15;9;16
35314;187;457;68205;620;10;32;15;10;48
47189;187;316;72748;385;10;32;15;12;11
37304;187;262;68976;241;10;32;15;10;4
43044;187;457;71141;408;10;32;15;17;36
43047;187;457;71141;390;10;32;15;17;36
55385;187;457;75955;634;10;32;15;18;55
57024;187;369;76565;382;10;32;15;10;3
42209;187;665;70814;407;10;32;15;14;54
46417;187;357;72445;627;10;32;15;14;36
48026;187;167;73071;397;10;32;15;9;48
57043;187;615;76571;399;10;32;15;13;13
58534;187;211;77152;376;10;32;15;19;1
59481;187;262;77524;630;10;32;15;10;54
60053;187;457;77761;619;10;32;15;16;30
62752;187;354;78822;401;10;32;15;11;52
62769;187;665;78830;399;10;32;15;13;20
63542;187;214;79127;634;10;32;15;21;20
66634;187;262;80370;399;10;32;15;18;1
67191;187;457;80572;404;10;32;15;13;10
67554;187;457;80715;394;10;32;15;13;3
67959;187;457;80893;376;10;32;15;23;8
68343;187;369;81061;636;10;32;15;12;12
69338;187;211;81455;404;10;32;15;13;14
70207;187;214;81779;627;10;32;15;15;25
70209;187;214;81779;388;10;32;15;15;25
70395;187;632;81843;376;10;32;15;17;33
70769;187;211;82009;385;10;32;15;19;14
71044;187;188;82123;627;10;32;15;10;34
71366;187;188;82246;395;10;32;15;18;8
71388;187;457;82250;627;10;32;15;16;20
72500;187;166;82696;636;10;32;15;9;38
73402;187;457;83063;388;10;32;15;10;49
74891;187;316;83627;380;10;32;15;20;53
77815;187;695;84739;247;10;32;15;15;21
78061;187;211;84841;377;10;32;15;16;1
78067;187;267;84842;620;10;32;15;12;56
78966;187;457;85198;241;10;32;15;15;48
78970;187;457;85198;627;10;32;15;15;48
79860;187;457;85567;376;10;32;15;14;2
80418;187;457;85775;241;10;32;15;22;0
80793;187;457;85906;388;10;32;15;11;13
81323;187;400;86114;372;10;32;15;19;3
81595;187;360;86227;626;10;32;15;21;36
81838;187;457;86336;380;10;32;15;22;10
82224;187;214;86501;408;10;32;15;21;33
84292;187;369;87309;642;10;32;15;23;1
86053;187;457;88002;376;10;32;15;14;53
86645;187;457;88245;401;10;32;15;22;39
86753;187;632;88290;382;10;32;15;11;41
87119;187;615;88440;376;10;32;15;23;45
88459;187;167;88960;390;10;32;15;23;56
89183;187;632;89241;630;10;32;15;17;39
91183;187;166;90023;380;10;32;15;15;47
91194;187;369;90027;626;10;32;15;16;44
93892;187;271;91088;373;10;32;15;14;1
94380;187;166;91270;303;10;32;15;10;14
94688;187;632;91379;395;10;32;15;16;55
97220;187;457;92407;407;10;32;15;13;3
98378;187;166;92899;393;10;32;15;15;41
100640;187;457;93824;630;10;32;15;18;57
100887;187;457;93914;404;10;32;15;21;5
107787;187;457;96611;244;10;32;15;21;51
107790;187;457;96611;401;10;32;15;21;51
110193;187;457;97566;372;10;32;15;13;30
110952;187;214;97837;642;10;32;15;15;11
111654;187;400;98123;241;10;32;15;11;29
117688;187;632;100482;387;10;32;15;9;45
118830;187;369;100908;639;10;32;15;21;51
126511;187;457;103923;372;10;32;15;16;13
137971;187;457;108394;404;10;32;15;20;45
141152;187;632;109639;376;10;32;15;14;44
142121;187;188;110045;395;10;32;15;9;44
148776;187;457;112646;241;10;32;15;23;21
149769;187;457;113014;376;10;32;15;10;51
154316;187;369;114845;642;10;32;15;16;53
20809;164;133;62594;376;10;32;15;11;3
23678;164;173;63743;408;10;32;15;16;20
29034;164;467;65770;407;10;32;15;12;49
38162;164;461;69303;619;10;32;15;9;37
43987;164;461;71491;241;10;32;15;18;11
22438;164;133;63262;407;10;32;15;22;24
22466;164;642;63273;401;10;32;15;18;3
23307;164;150;63616;387;10;32;15;15;14
23918;164;327;63822;394;10;32;15;9;15
24084;164;681;63896;404;10;32;15;12;58
24275;164;467;63967;385;10;32;15;23;42
25313;164;145;64340;397;10;32;15;19;45
30837;164;327;66461;388;10;32;15;17;47
43210;164;651;71217;630;10;32;15;12;57
26413;164;461;64744;372;10;32;15;20;38
42375;164;467;70870;620;10;32;15;14;37
26419;164;687;64748;380;10;32;15;9;59
26960;164;467;64952;404;10;32;15;23;47
27377;164;461;65156;394;10;32;15;10;26
27558;164;126;65228;244;10;32;15;20;0
33725;164;461;67612;619;10;32;15;23;34
42719;164;162;71018;399;10;32;15;11;56
42939;164;461;71101;620;10;32;15;23;13
54862;164;461;75786;393;10;32;15;10;33
30571;164;133;66363;303;10;32;15;18;0
36412;164;376;68654;370;10;32;15;12;38
37621;164;467;69100;627;10;32;15;15;49
43461;164;133;71311;390;10;32;15;9;23
29750;164;378;66068;247;10;32;15;13;11
45251;164;133;71986;394;10;32;15;16;59
31101;164;327;66555;247;10;32;15;15;56
31746;164;307;66818;397;10;32;15;22;25
46311;164;461;72401;627;10;32;15;23;35
34956;164;162;68072;626;10;32;15;11;25
38507;164;173;69442;636;10;32;15;13;1
33507;164;328;67526;627;10;32;15;15;56
33897;164;467;67687;388;10;32;15;12;57
40655;164;461;70231;388;10;32;15;22;57
34969;164;467;68075;404;10;32;15;21;30
35494;164;461;68293;241;10;32;15;11;35
36683;164;467;68754;642;10;32;15;18;21
52087;164;130;74626;636;10;32;15;13;6
50014;164;642;73840;626;10;32;15;14;0
43207;164;642;71216;639;10;32;15;15;37
46286;164;173;72393;408;10;32;15;14;17
48223;164;461;73149;395;10;32;15;20;14
57264;164;467;76660;376;10;32;15;12;55
57607;164;126;76776;634;10;32;15;15;47
59622;164;327;77576;385;10;32;15;12;50
62960;164;687;78896;370;10;32;15;19;32
63427;164;126;79086;372;10;32;15;9;47
64671;164;307;79591;642;10;32;15;16;50
64874;164;150;79677;620;10;32;15;11;54
64882;164;386;79680;619;10;32;15;12;27
65445;164;257;79901;370;10;32;15;17;53
66789;164;461;80419;372;10;32;15;11;7
67094;164;467;80534;380;10;32;15;13;39
68723;164;173;81205;372;10;32;15;20;38
69251;164;689;81423;408;10;32;15;11;21
69540;164;467;81534;630;10;32;15;16;22
70058;164;123;81731;630;10;32;15;16;27
70060;164;283;81732;397;10;32;15;18;57
70090;164;350;81735;626;10;32;15;10;47
70091;164;350;81735;642;10;32;15;10;47
70716;164;461;81983;395;10;32;15;14;46
70719;164;687;81985;639;10;32;15;17;58
70974;164;467;82091;395;10;32;15;9;0
71248;164;328;82200;393;10;32;15;22;55
71253;164;461;82201;620;10;32;15;23;3
71254;164;461;82201;394;10;32;15;23;3
72388;164;328;82660;620;10;32;15;12;26
72390;164;328;82660;407;10;32;15;12;26
73271;164;461;83008;393;10;32;15;17;43
73279;164;605;83011;247;10;32;15;12;6
74271;164;328;83387;388;10;32;15;13;35
74279;164;467;83388;380;10;32;15;16;45
77964;164;173;84800;408;10;32;15;23;9
78220;164;328;84900;377;10;32;15;23;27
78469;164;461;85009;401;10;32;15;23;43
78825;164;130;85147;408;10;32;15;18;30
78839;164;461;85153;397;10;32;15;19;13
80668;164;130;85859;401;10;32;15;17;39
81279;164;461;86094;636;10;32;15;18;20
81963;164;327;86389;634;10;32;15;11;26
81986;164;681;86393;399;10;32;15;18;33
83778;164;467;87107;370;10;32;15;13;2
83783;164;467;87107;390;10;32;15;13;2
84186;164;228;87265;404;10;32;15;11;25
84547;164;687;87413;404;10;32;15;13;49
85391;164;461;87730;619;10;32;15;10;41
85691;164;173;87855;639;10;32;15;14;4
86572;164;628;88220;619;10;32;15;10;46
87039;164;662;88408;407;10;32;15;21;28
87041;164;662;88408;247;10;32;15;21;28
91417;164;467;90114;642;10;32;15;23;32
91774;164;461;90254;636;10;32;15;12;5
92470;164;235;90528;401;10;32;15;12;44
92483;164;605;90533;393;10;32;15;18;56
94062;164;376;91148;382;10;32;15;20;36
94914;164;461;91478;387;10;32;15;19;56
94933;164;651;91481;241;10;32;15;23;38
96460;164;605;92092;639;10;32;15;20;31
97172;164;467;92387;401;10;32;15;9;13
97456;164;327;92514;395;10;32;15;16;20
97469;164;461;92517;636;10;32;15;22;45
97471;164;461;92517;303;10;32;15;22;45
98210;164;162;92821;408;10;32;15;22;52
98212;164;461;92823;408;10;32;15;20;53
98937;164;235;93129;388;10;32;15;9;53
100587;164;467;93805;399;10;32;15;17;24
101420;164;461;94144;623;10;32;15;9;30
102829;164;171;94688;380;10;32;15;17;54
102853;164;683;94696;394;10;32;15;11;11
105035;164;378;95562;376;10;32;15;19;34
105418;164;651;95725;394;10;32;15;17;20
106935;164;378;96312;303;10;32;15;23;30
108204;164;173;96769;373;10;32;15;21;29
108579;164;378;96910;404;10;32;15;15;18
110123;164;130;97538;370;10;32;15;15;19
113701;164;467;98942;619;10;32;15;16;25
114016;164;467;99061;627;10;32;15;18;41
20506;127;468;62466;387;10;32;15;19;0
28472;127;468;65576;394;10;32;15;22;57
32125;127;468;66965;388;10;32;15;11;30
40960;127;468;70347;630;10;32;15;18;59
40954;127;329;70346;372;10;32;15;12;46
44059;127;215;71519;639;10;32;15;22;59
48608;127;380;73314;619;10;32;15;22;51
52881;127;238;74946;395;10;32;15;22;50
20772;127;614;62572;397;10;32;15;15;34
22231;127;468;63164;394;10;32;15;17;37
22573;127;296;63316;373;10;32;15;23;47
22788;127;614;63403;407;10;32;15;20;46
23171;127;215;63567;630;10;32;15;19;7
23512;127;468;63687;385;10;32;15;21;28
24198;127;237;63940;408;10;32;15;11;53
24199;127;237;63940;639;10;32;15;11;53
24367;127;164;64006;407;10;32;15;16;43
24482;127;288;64055;626;10;32;15;20;48
25493;127;379;64405;407;10;32;15;21;13
30976;127;472;66507;388;10;32;15;10;8
33851;127;472;67667;387;10;32;15;20;6
34661;127;356;67962;382;10;32;15;23;37
35834;127;496;68435;408;10;32;15;21;28
36815;127;472;68798;636;10;32;15;9;47
51154;127;675;74270;630;10;32;15;18;40
44078;127;472;71525;390;10;32;15;11;52
26111;127;645;64632;244;10;32;15;15;24
26563;127;489;64807;382;10;32;15;22;42
28015;127;402;65400;620;10;32;15;16;9
41357;127;329;70505;407;10;32;15;9;49
42613;127;268;70972;630;10;32;15;14;13
49875;127;181;73790;630;10;32;15;17;30
29309;127;277;65889;373;10;32;15;10;31
49884;127;373;73793;636;10;32;15;13;16
55948;127;675;76165;394;10;32;15;19;36
40148;127;268;70061;401;10;32;15;14;0
51410;127;397;74374;407;10;32;15;12;15
51674;127;203;74475;370;10;32;15;19;9
30426;127;472;66309;639;10;32;15;16;59
31819;127;381;66853;393;10;32;15;9;12
56464;127;181;76352;390;10;32;15;21;4
35338;127;294;68219;395;10;32;15;14;44
53513;127;700;75227;373;10;32;15;11;51
45883;127;277;72245;620;10;32;15;13;53
35347;127;402;68222;623;10;32;15;21;22
37776;127;164;69160;623;10;32;15;22;22
38931;127;472;69608;626;10;32;15;20;44
53109;127;288;75047;387;10;32;15;15;57
45884;127;279;72247;630;10;32;15;18;48
50667;127;468;74080;244;10;32;15;14;49
56473;127;381;76356;390;10;32;15;11;16
41950;127;468;70729;399;10;32;15;20;49
43347;127;237;71272;395;10;32;15;19;48
44640;127;397;71747;244;10;32;15;10;12
45740;127;215;72183;372;10;32;15;23;58
47438;127;308;72837;380;10;32;15;19;23
48352;127;468;73207;639;10;32;15;21;53
51984;127;189;74580;399;10;32;15;18;43
54730;127;658;75737;241;10;32;15;11;46
57997;127;402;76921;623;10;32;15;17;41
62191;127;489;78600;385;10;32;15;16;30
62430;127;189;78690;390;10;32;15;14;43
62833;127;489;78860;401;10;32;15;11;22
63585;127;279;79147;244;10;32;15;15;33
64261;127;379;79441;387;10;32;15;17;19
64274;127;675;79447;377;10;32;15;17;32
64766;127;381;79635;388;10;32;15;23;9
